Plate ID	Well	RFU
PLA_003	A6	74258.28155
PLA_003	A7	80903.44689
PLA_003	A8	86713.56252
PLA_003	A9	85977.10071
PLA_003	A10	10594.25747
PLA_003	A11	73611.7362
PLA_003	A12	13321.06566
PLA_003	B1	78725.94112
PLA_003	B2	85238.98428
PLA_003	B3	76104.0892
PLA_003	B4	85629.71899
PLA_003	B5	83872.74667
PLA_003	B6	12953.67115
PLA_003	B7	79269.10218
PLA_003	B8	79935.25774
PLA_003	B9	82007.68273
PLA_003	B10	81712.96134
PLA_003	B11	73539.41352
PLA_003	B12	10349.46264
PLA_003	C1	79887.55515
PLA_003	C2	85728.20361
PLA_003	C3	83826.23463
PLA_003	C4	80119.40651
PLA_003	C5	82431.30687
PLA_003	C6	84930.41351
PLA_003	C7	73706.77487
PLA_003	C8	78513.85979
PLA_003	C9	85443.89893
PLA_003	C10	74271.57598
PLA_003	C11	74691.68081
PLA_003	C12	12570.11959
PLA_003	D1	79625.32786
PLA_003	D2	78997.81842
PLA_003	D3	83810.65192
PLA_003	D4	77784.4759
PLA_003	D5	76381.53062
PLA_003	D6	77885.14419
PLA_003	D7	81990.10567
PLA_003	D8	74504.53385
PLA_003	D9	85945.67817
PLA_003	D10	73879.53775
PLA_003	D11	84815.60329
PLA_003	D12	11316.20032
PLA_003	E1	80448.6245
PLA_003	E2	75443.45226
PLA_003	E3	81800.05897
PLA_003	E4	83433.38587
PLA_003	E5	78866.97274
PLA_003	E6	75618.09503
PLA_003	E7	85920.81068
PLA_003	E8	85316.62929
PLA_003	E9	75859.33177
PLA_003	E10	78303.28234
PLA_003	E11	84029.77376
PLA_003	E12	11619.78186
PLA_003	F1	81644.08202
PLA_003	F2	75626.20292
PLA_003	F3	76994.05383
PLA_003	F4	74800.44595
PLA_003	F5	84968.90016
PLA_003	F6	80944.84763
PLA_003	F7	75969.08079
PLA_003	F8	74485.51337
PLA_003	F9	80835.35276
PLA_003	F10	85936.10881
PLA_003	F11	79312.52643
PLA_003	F12	12990.07503
PLA_003	G1	81202.74015
PLA_003	G2	77669.89277
PLA_003	G3	76002.77685
PLA_003	G4	75719.82623
PLA_003	G5	79970.8563
PLA_003	G6	79855.47479
PLA_003	G7	75480.67574
PLA_003	G8	12159.54446
PLA_003	G9	80657.02718
PLA_003	G10	83441.31592
PLA_003	G11	81434.70616
PLA_003	G12	13652.82781
PLA_003	H1	78805.16039
PLA_003	H2	76423.55024
PLA_003	H3	82925.30017
PLA_003	H4	74750.56163
PLA_003	H5	77271.16786
PLA_003	H6	76871.10312
PLA_003	H7	82327.63681
PLA_003	H8	84312.95977
PLA_003	H9	85889.41664
PLA_003	H10	81426.42511
PLA_003	H11	75501.3631
PLA_003	H12	12131.2179
PLA_004	A1	78473.33649
PLA_004	A2	85023.29657
PLA_004	A3	84508.56577
PLA_004	A4	85280.76253
PLA_004	A5	75942.24646
PLA_004	A6	84290.97442
PLA_004	A7	76110.20839
PLA_004	A8	81634.2362
PLA_004	A9	84045.71229
PLA_004	A10	84979.27004
PLA_004	A11	78444.59278
PLA_004	A12	12917.67706
PLA_004	B1	80691.19901
PLA_004	B2	84924.81574
PLA_004	B3	73911.29258
PLA_004	B4	77941.38746
PLA_004	B5	73236.71426
PLA_004	B6	84028.68753
PLA_004	B7	74400.33551
PLA_004	B8	77477.26273
PLA_004	B9	78542.85189
PLA_004	B10	80373.45704
PLA_004	B11	74200.23747
PLA_004	B12	13679.47683
PLA_004	C1	81040.57742
PLA_004	C2	74221.24598
PLA_004	C3	84766.06899
PLA_004	C4	82687.69824
PLA_004	C5	81310.99743
PLA_004	C6	76296.25634
PLA_004	C7	80961.0455
PLA_004	C8	78218.39097
PLA_004	C9	83564.42327
PLA_004	C10	77393.74474
PLA_004	C11	76099.27899
PLA_004	C12	11680.12474
PLA_004	D1	80189.82667
PLA_004	D2	76195.21871
PLA_004	D3	84356.19472
PLA_004	D4	85563.78292
PLA_004	D5	86649.74319
PLA_004	D6	81865.0062
PLA_004	D7	73295.52622
PLA_004	D8	82570.1742
PLA_004	D9	85844.28387
PLA_004	D10	75278.43332
PLA_004	D11	12367.6304
PLA_004	D12	13151.56632
PLA_004	E1	81390.9698
PLA_004	E2	74741.8971
PLA_004	E3	74148.30575
PLA_004	E4	86323.03318
PLA_004	E5	77332.88514
PLA_004	E6	85165.08493
PLA_004	E7	80029.33693
PLA_004	E8	74518.15061
PLA_004	E9	73918.9568
PLA_004	E10	84201.27729
PLA_004	E11	81704.27431
PLA_004	E12	12958.67035
PLA_004	F1	80314.74107
PLA_004	F2	84470.49187
PLA_004	F3	81786.86858
PLA_004	F4	77925.55293
PLA_004	F5	80588.56725
PLA_004	F6	80894.85204
PLA_004	F7	76366.90014
PLA_004	F8	79683.74879
PLA_004	F9	76860.75839
PLA_004	F10	82566.82159
PLA_004	F11	80883.62977
PLA_004	F12	13231.25492
PLA_004	G1	79820.6473
PLA_004	G2	77006.94836
PLA_004	G3	76603.60992
PLA_004	G4	77175.18526
PLA_004	G5	76015.27711
PLA_004	G6	75553.91027
PLA_004	G7	73633.83364
PLA_004	G8	10610.62947
PLA_004	G9	83374.5659
PLA_004	G10	76889.22924
PLA_004	G11	77573.5372
PLA_004	G12	11609.93009
PLA_004	H1	79686.22625
PLA_004	H2	78130.64737
PLA_004	H3	81368.08843
PLA_004	H4	78622.51469
PLA_004	H5	81166.06424
PLA_004	H6	73822.48381
PLA_004	H7	79950.56693
PLA_004	H8	80444.83706
PLA_004	H9	76560.3947
PLA_004	H10	77535.27659
PLA_004	H11	76269.20609
PLA_004	H12	11357.38469
PLA_005	A1	79139.8788
PLA_005	A2	80392.94088
PLA_005	A3	85642.63217
PLA_005	A4	84521.83374
PLA_005	A5	78160.97522
PLA_005	A6	79905.3293
PLA_005	A7	85881.72295
PLA_005	A8	74197.03431
PLA_005	A9	12811.17177
PLA_005	A10	74932.46495
PLA_005	A11	74832.62314
PLA_005	A12	12078.95478
PLA_005	B1	78667.58116
PLA_005	B2	81912.41807
PLA_005	B3	79061.85518
PLA_005	B4	77843.25392
PLA_005	B5	78082.32041
PLA_005	B6	86758.93167
PLA_005	B7	79254.63843
PLA_005	B8	86501.12361
PLA_005	B9	86784.04065
PLA_005	B10	76946.10447
PLA_005	B11	77838.41373
PLA_005	B12	10718.07711
PLA_005	C1	78495.23002
PLA_005	C2	84822.64131
PLA_005	C3	82686.62379
PLA_005	C4	83061.34631
PLA_005	C5	77226.69375
PLA_005	C6	76217.82246
PLA_005	C7	82039.03293
PLA_005	C8	83179.132
PLA_005	C9	74688.65546
PLA_005	C10	77364.57784
PLA_005	C11	77753.5117
PLA_005	C12	12760.54737
PLA_005	D1	80064.16209
PLA_005	D2	82953.59778
PLA_005	D3	77448.10635
PLA_005	D4	74815.85268
PLA_005	D5	79672.18399
PLA_005	D6	11925.65537
PLA_005	D7	74245.10142
PLA_005	D8	79843.77356
PLA_005	D9	81219.94616
PLA_005	D10	80020.89173
PLA_005	D11	83818.81606
PLA_005	D12	10761.45931
PLA_005	E1	80568.64527
PLA_005	E2	11342.99185
PLA_005	E3	77901.21691
PLA_005	E4	73921.82281
PLA_005	E5	82751.55527
PLA_005	E6	79184.98724
PLA_005	E7	83067.60198
PLA_005	E8	82662.38667
PLA_005	E9	80671.08475
PLA_005	E10	77754.59205
PLA_005	E11	76701.49998
PLA_005	E12	11957.61072
PLA_005	F1	78708.29769
PLA_005	F2	81611.56852
PLA_005	F3	12740.24968
PLA_005	F4	76496.82394
PLA_005	F5	12717.24186
PLA_005	F6	85208.35287
PLA_005	F7	79350.49608
PLA_005	F8	81911.5155
PLA_005	F9	79676.50999
PLA_005	F10	83899.94497
PLA_005	F11	77217.85704
PLA_005	F12	11932.10697
PLA_005	G1	78790.77655
PLA_005	G2	74922.45839
PLA_005	G3	85408.27061
PLA_005	G4	80388.52992
PLA_005	G5	81820.11934
PLA_005	G6	83156.21264
PLA_005	G7	78748.9381
PLA_005	G8	81079.93051
PLA_005	G9	77015.03964
PLA_005	G10	77982.81876
PLA_005	G11	10349.51514
PLA_005	G12	10926.31296
PLA_005	H1	79341.56144
PLA_005	H2	84964.98874
PLA_005	H3	73338.90114
PLA_005	H4	73724.72943
PLA_005	H5	85337.84049
PLA_005	H6	75641.95508
PLA_005	H7	82972.69458
PLA_005	H8	78750.64951
PLA_005	H9	85085.08546
PLA_005	H10	77734.16405
PLA_005	H11	12637.89122
PLA_005	H12	10961.8854
PLA_006	A1	80918.98871
PLA_006	A2	12523.71321
PLA_006	A3	86349.46755
PLA_006	A4	81879.19859
PLA_006	A5	77930.34841
PLA_006	A6	86247.77244
PLA_006	A7	75001.86052
PLA_006	A8	75187.29338
PLA_006	A9	84332.20746
PLA_006	A10	81613.62229
PLA_006	A11	81298.50886
PLA_006	A12	11448.88306
PLA_006	B1	79151.47126
PLA_006	B2	75756.50575
PLA_006	B3	75777.70486
PLA_006	B4	76977.0681
PLA_006	B5	79994.41729
PLA_006	B6	74173.82857
PLA_006	B7	74137.0167
PLA_006	B8	83171.83631
PLA_006	B9	81738.4819
PLA_006	B10	76247.00914
PLA_006	B11	77359.80935
PLA_006	B12	11816.59756
PLA_006	C1	79860.98853
PLA_006	C2	80026.7845
PLA_006	C3	84781.80437
PLA_006	C4	76833.92845
PLA_006	C5	84372.84737
PLA_006	C6	86632.50099
PLA_006	C7	82677.5395
PLA_006	C8	74780.16871
PLA_006	C9	85306.47546
PLA_006	C10	82591.85056
PLA_006	C11	81993.34787
PLA_006	C12	10833.85231
PLA_006	D1	79096.10708
PLA_006	D2	74075.8255
PLA_006	D3	79774.09415
PLA_006	D4	83201.81622
PLA_006	D5	82013.9761
PLA_006	D6	81491.85838
PLA_006	D7	80686.50777
PLA_006	D8	77271.36335
PLA_006	D9	75329.64785
PLA_006	D10	86150.09899
PLA_006	D11	13446.54089
PLA_006	D12	13106.80792
PLA_006	E1	80334.54298
PLA_006	E2	11701.22234
PLA_006	E3	75224.80936
PLA_006	E4	11341.29881
PLA_006	E5	77425.11095
PLA_006	E6	85413.76947
PLA_006	E7	76212.21867
PLA_006	E8	82581.86757
PLA_006	E9	80583.72615
PLA_006	E10	75166.26127
PLA_006	E11	84888.72337
PLA_006	E12	11940.55477
PLA_006	F1	81617.71977
PLA_006	F2	85362.93761
PLA_006	F3	77942.36071
PLA_006	F4	74037.91677
PLA_006	F5	82559.87595
PLA_006	F6	77626.82848
PLA_006	F7	74614.58039
PLA_006	F8	80499.90137
PLA_006	F9	85639.47068
PLA_006	F10	73793.98
PLA_006	F11	85355.05091
PLA_006	F12	12991.4439
PLA_006	G1	80433.87881
PLA_006	G2	84710.24675
PLA_006	G3	75080.10262
PLA_006	G4	78513.78881
PLA_006	G5	77073.47314
PLA_006	G6	77867.25744
PLA_006	G7	84537.93001
PLA_006	G8	79504.71295
PLA_006	G9	82339.85112
PLA_006	G10	82710.64738
PLA_006	G11	76986.76703
PLA_006	G12	11932.03527
PLA_006	H1	80651.24865
PLA_006	H2	10899.6439
PLA_006	H3	75358.53368
PLA_006	H4	73588.81792
PLA_006	H5	74880.45565
PLA_006	H6	77110.20863
PLA_006	H7	10931.31384
PLA_006	H8	81528.97622
PLA_006	H9	79958.23184
PLA_006	H10	75806.74043
PLA_006	H11	81978.19034
PLA_006	H12	12509.78745
PLA_007	A1	81183.34139
PLA_007	A2	12836.78124
PLA_007	A3	76063.89795
PLA_007	A4	78413.93107
PLA_007	A5	84172.66286
PLA_007	A6	78095.13873
PLA_007	A7	85178.15286
PLA_007	A8	83921.78754
PLA_007	A9	80901.09265
PLA_007	A10	75233.91387
PLA_007	A11	82837.9134
PLA_007	A12	13522.8454
PLA_007	B1	79758.66534
PLA_007	B2	12408.59645
PLA_007	B3	84176.36018
PLA_007	B4	13422.4968
PLA_007	B5	80423.73936
PLA_007	B6	74051.24167
PLA_007	B7	83580.14131
PLA_007	B8	85061.72494
PLA_007	B9	75598.80775
PLA_007	B10	80931.45162
PLA_007	B11	82535.59329
PLA_007	B12	12321.49678
PLA_007	C1	78632.27853
PLA_007	C2	76106.92494
PLA_007	C3	85403.29166
PLA_007	C4	81030.04751
PLA_007	C5	83020.40051
PLA_007	C6	78365.65339
PLA_007	C7	82305.1615
PLA_007	C8	74158.84728
PLA_007	C9	83867.66024
PLA_007	C10	80568.91082
PLA_007	C11	84450.93648
PLA_007	C12	12217.50552
PLA_007	D1	79026.0667
PLA_007	D2	84800.09062
PLA_007	D3	73693.08791
PLA_007	D4	81567.2517
PLA_007	D5	13008.46238
PLA_007	D6	85758.61321
PLA_007	D7	83138.70563
PLA_007	D8	85840.40602
PLA_007	D9	78349.29696
PLA_007	D10	83121.95001
PLA_007	D11	73322.19623
PLA_007	D12	12128.26679
PLA_007	E1	81063.25787
PLA_007	E2	11334.27286
PLA_007	E3	74452.81382
PLA_007	E4	77083.6484
PLA_007	E5	85521.97453
PLA_007	E6	80629.40458
PLA_007	E7	80712.90146
PLA_007	E8	78244.09342
PLA_007	E9	74147.61742
PLA_007	E10	79019.30633
PLA_007	E11	84684.49983
PLA_007	E12	12296.54137
PLA_007	F1	79430.97765
PLA_007	F2	75604.04043
PLA_007	F3	77996.45983
PLA_007	F4	85209.73188
PLA_007	F5	86195.34082
PLA_007	F6	86370.11989
PLA_007	F7	74753.65765
PLA_007	F8	73404.29273
PLA_007	F9	12155.8641
PLA_007	F10	83420.75725
PLA_007	F11	10376.77682
PLA_007	F12	11709.74805
PLA_007	G1	80427.96394
PLA_007	G2	84869.24858
PLA_007	G3	83757.35521
PLA_007	G4	85502.10508
PLA_007	G5	81341.36028
PLA_007	G6	76376.55129
PLA_007	G7	86096.38263
PLA_007	G8	86453.24877
PLA_007	G9	76850.24072
PLA_007	G10	84679.11497
PLA_007	G11	74344.16232
PLA_007	G12	10353.60511
PLA_007	H1	81295.57555
PLA_007	H2	83259.86838
PLA_007	H3	75942.8457
PLA_007	H4	86730.59107
PLA_007	H5	82462.33887
PLA_007	H6	84813.80834
PLA_007	H7	12914.47953
PLA_007	H8	73517.17085
PLA_007	H9	74634.76542
PLA_007	H10	83569.19342
PLA_007	H11	85945.79214
PLA_007	H12	13135.83438
PLA_008	A1	79938.57425
PLA_008	A2	81082.38796
PLA_008	A3	86509.05785
PLA_008	A4	73942.44055
PLA_008	A5	75817.67893
PLA_008	A6	85027.58514
PLA_008	A7	81096.05401
PLA_008	A8	84331.23551
PLA_008	A9	74167.38339
PLA_008	A10	86251.10607
PLA_008	A11	79630.251
PLA_008	A12	12448.67314
PLA_008	B1	78496.54659
PLA_008	B2	80396.21529
PLA_008	B3	73932.15555
PLA_008	B4	84457.2217
PLA_008	B5	83519.72545
PLA_008	B6	78589.59734
PLA_008	B7	79430.04181
PLA_008	B8	79973.0744
PLA_008	B9	81224.63867
PLA_008	B10	83404.9139
PLA_008	B11	78838.31982
PLA_008	B12	10468.72046
PLA_008	C1	81265.2042
PLA_008	C2	73884.82786
PLA_008	C3	82503.53236
PLA_008	C4	78051.26358
PLA_008	C5	79545.11179
PLA_008	C6	83311.71819
PLA_008	C7	75194.63989
PLA_008	C8	78293.33224
PLA_008	C9	81705.60146
PLA_008	C10	82714.17748
PLA_008	C11	77109.87535
PLA_008	C12	11462.63683
PLA_008	D1	81529.8193
PLA_008	D2	82940.9157
PLA_008	D3	83526.21099
PLA_008	D4	79000.42442
PLA_008	D5	79043.58233
PLA_008	D6	78781.57646
PLA_008	D7	76993.34024
PLA_008	D8	77645.61684
PLA_008	D9	86595.39318
PLA_008	D10	84486.32106
PLA_008	D11	84084.92553
PLA_008	D12	13220.91907
PLA_008	E1	80264.24225
PLA_008	E2	74407.37274
PLA_008	E3	82460.87561
PLA_008	E4	86480.4948
PLA_008	E5	75535.06659
PLA_008	E6	85864.75826
PLA_008	E7	13688.37995
PLA_008	E8	11702.75208
PLA_008	E9	86203.38777
PLA_008	E10	73820.70119
PLA_008	E11	77971.12505
PLA_008	E12	13328.36076
PLA_008	F1	79947.90923
PLA_008	F2	74333.21806
PLA_008	F3	85004.53175
PLA_008	F4	80814.14703
PLA_008	F5	80527.69831
PLA_008	F6	83762.89902
PLA_008	F7	75268.76214
PLA_008	F8	79548.41779
PLA_008	F9	12342.25241
PLA_008	F10	83355.98426
PLA_008	F11	78124.83957
PLA_008	F12	12016.18296
PLA_008	G1	80819.71974
PLA_008	G2	78877.93952
PLA_008	G3	81915.12913
PLA_008	G4	84930.49157
PLA_008	G5	75848.24869
PLA_008	G6	79742.52218
PLA_008	G7	80675.14285
PLA_008	G8	76398.00811
PLA_008	G9	84905.668
PLA_008	G10	75532.02887
PLA_008	G11	75123.03686
PLA_008	G12	11957.41724
PLA_008	H1	78968.79975
PLA_008	H2	83683.31271
PLA_008	H3	10731.48878
PLA_008	H4	77050.39034
PLA_008	H5	81806.94002
PLA_008	H6	73360.90763
PLA_008	H7	84692.5162
PLA_008	H8	13641.72994
PLA_008	H9	76830.8042
PLA_008	H10	76329.71765
PLA_008	H11	82598.33496
PLA_008	H12	13044.10629
PLA_009	A1	80098.531
PLA_009	A2	85121.66676
PLA_009	A3	81876.78997
PLA_009	A4	84256.85606
PLA_009	A5	81322.12253
PLA_009	A6	78163.23514
PLA_009	A7	80526.50348
PLA_009	A8	80739.40932
PLA_009	A9	81718.21652
PLA_009	A10	83625.17477
PLA_009	A11	79907.04514
PLA_009	A12	11374.45506
PLA_009	B1	80315.74942
PLA_009	B2	80265.78707
PLA_009	B3	11962.3592
PLA_009	B4	80168.58899
PLA_009	B5	76248.8745
PLA_009	B6	76807.08431
PLA_009	B7	74519.24426
PLA_009	B8	74483.32498
PLA_009	B9	74340.00918
PLA_009	B10	84878.67606
PLA_009	B11	75557.06657
PLA_009	B12	12642.27734
PLA_009	C1	78475.49653
PLA_009	C2	79756.50358
PLA_009	C3	79266.7197
PLA_009	C4	75150.72286
PLA_009	C5	78426.71503
PLA_009	C6	12283.64435
PLA_009	C7	76112.62077
PLA_009	C8	84249.90167
PLA_009	C9	79889.13672
PLA_009	C10	83988.45214
PLA_009	C11	11255.41659
PLA_009	C12	13221.78323
PLA_009	D1	79156.49359
PLA_009	D2	82947.33546
PLA_009	D3	77239.27622
PLA_009	D4	78271.6928
PLA_009	D5	76652.65251
PLA_009	D6	74551.50425
PLA_009	D7	77019.8306
PLA_009	D8	86465.20908
PLA_009	D9	11134.85025
PLA_009	D10	84615.43663
PLA_009	D11	11610.29143
PLA_009	D12	12446.14581
PLA_009	E1	81425.55777
PLA_009	E2	80936.9355
PLA_009	E3	84458.96098
PLA_009	E4	78079.83186
PLA_009	E5	76915.15846
PLA_009	E6	82057.0819
PLA_009	E7	77101.06323
PLA_009	E8	86081.86038
PLA_009	E9	80399.49043
PLA_009	E10	77562.86514
PLA_009	E11	86509.03069
PLA_009	E12	11525.94275
PLA_009	F1	80916.26928
PLA_009	F2	79714.82166
PLA_009	F3	82071.64853
PLA_009	F4	84240.51565
PLA_009	F5	84766.38916
PLA_009	F6	79966.06986
PLA_009	F7	78044.16474
PLA_009	F8	80217.41838
PLA_009	F9	85265.65672
PLA_009	F10	81169.16196
PLA_009	F11	77750.17509
PLA_009	F12	11663.95811
PLA_009	G1	79127.74268
PLA_009	G2	77196.68927
PLA_009	G3	81265.94442
PLA_009	G4	78953.31371
PLA_009	G5	82935.78301
PLA_009	G6	79681.17573
PLA_009	G7	78318.68203
PLA_009	G8	79491.90691
PLA_009	G9	82860.80895
PLA_009	G10	80610.47145
PLA_009	G11	76838.71721
PLA_009	G12	11782.10177
PLA_009	H1	79119.79547
PLA_009	H2	73665.05069
PLA_009	H3	11461.41374
PLA_009	H4	73824.19051
PLA_009	H5	74039.92439
PLA_009	H6	84686.79639
PLA_009	H7	79095.17123
PLA_009	H8	78473.56856
PLA_009	H9	75766.99631
PLA_009	H10	86485.97769
PLA_009	H11	78521.85883
PLA_009	H12	12080.64164
PLA_010	A1	80893.12627
PLA_010	A2	81841.34092
PLA_010	A3	84805.11699
PLA_010	A4	86214.88748
PLA_010	A5	82562.9576
PLA_010	A6	84316.20956
PLA_010	A7	83629.1252
PLA_010	A8	82732.47197
PLA_010	A9	85649.65008
PLA_010	A10	73872.1939
PLA_010	A11	83364.47627
PLA_010	A12	12957.1768
PLA_010	B1	80529.14812
PLA_010	B2	79184.89225
PLA_010	B3	79204.06534
PLA_010	B4	86091.39189
PLA_010	B5	81724.24527
PLA_010	B6	82868.67227
PLA_010	B7	74920.33693
PLA_010	B8	81917.12067
PLA_010	B9	85038.05361
PLA_010	B10	79614.45701
PLA_010	B11	76981.57735
PLA_010	B12	12117.4428
PLA_010	C1	80824.03115
PLA_010	C2	74061.32723
PLA_010	C3	78609.51822
PLA_010	C4	84971.94547
PLA_010	C5	79971.16196
PLA_010	C6	75342.16413
PLA_010	C7	82769.22563
PLA_010	C8	13179.65977
PLA_010	C9	76951.87896
PLA_010	C10	82946.12053
PLA_010	C11	76923.79392
PLA_010	C12	13156.79883
PLA_010	D1	80595.4684
PLA_010	D2	77710.63137
PLA_010	D3	77866.84856
PLA_010	D4	78367.01136
PLA_010	D5	83335.9653
PLA_010	D6	83978.42446
PLA_010	D7	79399.19348
PLA_010	D8	75391.48521
PLA_010	D9	77115.91232
PLA_010	D10	77450.22721
PLA_010	D11	80768.18326
PLA_010	D12	10449.0236
PLA_010	E1	79025.74713
PLA_010	E2	82707.07259
PLA_010	E3	77214.87742
PLA_010	E4	86604.82864
PLA_010	E5	83424.53768
PLA_010	E6	79857.65027
PLA_010	E7	79520.77575
PLA_010	E8	85963.65576
PLA_010	E9	85602.59878
PLA_010	E10	83098.2304
PLA_010	E11	75213.78431
PLA_010	E12	12208.2462
PLA_010	F1	79322.98884
PLA_010	F2	76916.14658
PLA_010	F3	78021.01976
PLA_010	F4	13613.92119
PLA_010	F5	13291.47404
PLA_010	F6	77063.39119
PLA_010	F7	85642.90766
